organization,user,number,is_pr,state,created_at,updated_at,closed_at,repo
datacarpentry,MarconiS,150,TRUE,closed,2018-04-13T19:25:00Z,2018-04-15T13:15:23Z,2018-04-15T13:15:23Z,r-raster-vector-geospatial
datacarpentry,MarconiS,149,TRUE,closed,2018-04-13T18:47:42Z,2018-04-13T19:20:48Z,2018-04-13T19:14:18Z,r-raster-vector-geospatial
datacarpentry,pmarchand1,148,TRUE,closed,2018-04-13T17:19:50Z,2018-04-23T14:15:34Z,2018-04-23T14:15:34Z,r-raster-vector-geospatial
datacarpentry,lachlandeer,147,TRUE,open,2018-04-12T22:41:36Z,2018-04-13T18:06:37Z,NA,r-raster-vector-geospatial
datacarpentry,lachlandeer,146,FALSE,open,2018-04-12T21:00:50Z,2018-04-15T14:02:30Z,NA,r-raster-vector-geospatial
datacarpentry,MicheleTobias,145,FALSE,open,2018-04-12T17:43:07Z,2018-04-13T22:24:43Z,NA,r-raster-vector-geospatial
datacarpentry,fmichonneau,144,FALSE,open,2018-04-12T17:15:11Z,2018-04-15T13:57:44Z,NA,r-raster-vector-geospatial
datacarpentry,fmichonneau,143,FALSE,closed,2018-04-12T17:14:22Z,2018-04-21T13:23:49Z,2018-04-21T13:23:49Z,r-raster-vector-geospatial
datacarpentry,ErinBecker,142,FALSE,open,2018-04-12T15:43:50Z,2018-04-12T15:46:31Z,NA,r-raster-vector-geospatial
datacarpentry,lachlandeer,141,TRUE,closed,2018-04-10T19:40:39Z,2018-04-12T16:54:17Z,2018-04-12T16:54:10Z,r-raster-vector-geospatial
datacarpentry,lachlandeer,140,TRUE,closed,2018-04-10T17:41:33Z,2018-04-11T13:40:51Z,2018-04-11T13:40:50Z,r-raster-vector-geospatial
datacarpentry,lachlandeer,139,TRUE,closed,2018-04-10T17:28:42Z,2018-04-11T21:08:57Z,2018-04-11T13:31:55Z,r-raster-vector-geospatial
datacarpentry,lachlandeer,138,FALSE,open,2018-04-10T17:13:24Z,2018-04-11T00:18:24Z,NA,r-raster-vector-geospatial
datacarpentry,lachlandeer,137,FALSE,open,2018-04-10T16:48:54Z,2018-04-12T19:37:46Z,NA,r-raster-vector-geospatial
datacarpentry,lachlandeer,136,FALSE,open,2018-04-06T13:47:01Z,2018-04-16T14:51:39Z,NA,r-raster-vector-geospatial
datacarpentry,ErinBecker,135,FALSE,open,2018-04-05T18:46:32Z,2018-04-24T12:32:42Z,NA,r-raster-vector-geospatial
datacarpentry,ErinBecker,134,FALSE,open,2018-04-05T16:09:04Z,2018-04-05T18:42:00Z,NA,r-raster-vector-geospatial
datacarpentry,ErinBecker,133,FALSE,open,2018-04-05T16:08:26Z,2018-04-22T12:43:05Z,NA,r-raster-vector-geospatial
datacarpentry,PunamA,132,TRUE,closed,2018-03-30T23:48:17Z,2018-04-13T19:13:49Z,2018-04-13T19:13:48Z,r-raster-vector-geospatial
datacarpentry,lwasser,130,FALSE,open,2018-03-23T15:50:10Z,2018-04-13T19:17:25Z,NA,r-raster-vector-geospatial
datacarpentry,aticup,126,FALSE,open,2018-03-20T23:43:35Z,2018-04-06T21:35:06Z,NA,r-raster-vector-geospatial
datacarpentry,jsta,124,FALSE,closed,2018-03-06T22:19:35Z,2018-04-23T12:38:39Z,2018-04-23T12:38:39Z,r-raster-vector-geospatial
datacarpentry,jsta,122,FALSE,closed,2018-02-23T13:59:08Z,2018-04-21T15:02:14Z,2018-04-21T15:02:14Z,r-raster-vector-geospatial
datacarpentry,elinw,44,FALSE,closed,2018-04-24T16:38:54Z,2018-04-24T19:12:51Z,2018-04-24T19:12:51Z,r-socialsci
datacarpentry,elinw,43,TRUE,closed,2018-04-24T16:33:03Z,2018-04-24T16:57:13Z,2018-04-24T16:57:03Z,r-socialsci
datacarpentry,DanielleQuinn,42,TRUE,closed,2018-04-18T22:35:36Z,2018-04-19T14:22:56Z,2018-04-19T14:22:55Z,r-socialsci
datacarpentry,DanielleQuinn,41,TRUE,closed,2018-04-18T16:53:50Z,2018-04-18T16:54:05Z,2018-04-18T16:54:05Z,r-socialsci
datacarpentry,DanielleQuinn,40,TRUE,closed,2018-04-17T00:21:37Z,2018-04-17T13:50:35Z,2018-04-17T13:50:35Z,r-socialsci
datacarpentry,DanielleQuinn,39,TRUE,closed,2018-04-14T19:49:06Z,2018-04-18T19:53:12Z,2018-04-18T19:52:25Z,r-socialsci
datacarpentry,Epsian,38,FALSE,open,2018-04-13T23:13:44Z,2018-04-13T23:13:44Z,NA,r-socialsci
datacarpentry,Epsian,37,FALSE,open,2018-04-13T23:00:32Z,2018-04-13T23:00:32Z,NA,r-socialsci
datacarpentry,Epsian,36,FALSE,closed,2018-04-13T22:49:31Z,2018-04-19T14:22:13Z,2018-04-19T14:22:13Z,r-socialsci
datacarpentry,Epsian,35,FALSE,closed,2018-04-13T22:47:47Z,2018-04-13T23:04:48Z,2018-04-13T23:04:48Z,r-socialsci
datacarpentry,fmichonneau,34,TRUE,closed,2018-04-13T22:26:19Z,2018-04-13T22:26:33Z,2018-04-13T22:26:25Z,r-socialsci
datacarpentry,ha0ye,33,FALSE,closed,2018-04-13T22:26:12Z,2018-04-20T13:56:01Z,2018-04-20T13:56:01Z,r-socialsci
datacarpentry,fmichonneau,32,TRUE,closed,2018-04-13T22:23:08Z,2018-04-13T22:23:47Z,2018-04-13T22:23:21Z,r-socialsci
datacarpentry,Epsian,31,FALSE,closed,2018-04-13T22:07:15Z,2018-04-13T22:10:06Z,2018-04-13T22:10:06Z,r-socialsci
datacarpentry,Epsian,30,TRUE,closed,2018-04-13T21:56:53Z,2018-04-13T22:05:09Z,2018-04-13T22:05:09Z,r-socialsci
datacarpentry,Epsian,29,FALSE,closed,2018-04-13T21:51:14Z,2018-04-13T22:07:49Z,2018-04-13T22:07:49Z,r-socialsci
datacarpentry,ljcohen,28,FALSE,closed,2018-04-13T21:43:42Z,2018-04-13T22:07:18Z,2018-04-13T22:07:18Z,r-socialsci
datacarpentry,ha0ye,27,TRUE,closed,2018-04-13T21:17:13Z,2018-04-13T22:02:28Z,2018-04-13T22:02:28Z,r-socialsci
datacarpentry,fmichonneau,26,FALSE,closed,2018-04-13T20:29:30Z,2018-04-13T22:26:48Z,2018-04-13T22:26:48Z,r-socialsci
datacarpentry,fmichonneau,25,FALSE,closed,2018-04-13T20:21:59Z,2018-04-13T22:27:01Z,2018-04-13T22:27:01Z,r-socialsci
datacarpentry,fmichonneau,24,FALSE,closed,2018-04-13T20:21:13Z,2018-04-13T22:27:01Z,2018-04-13T22:27:01Z,r-socialsci
datacarpentry,fmichonneau,23,FALSE,closed,2018-04-13T20:20:25Z,2018-04-13T22:27:01Z,2018-04-13T22:27:01Z,r-socialsci
datacarpentry,gtlaflair,22,TRUE,closed,2018-04-13T20:18:49Z,2018-04-13T21:23:32Z,2018-04-13T21:13:53Z,r-socialsci
datacarpentry,fmichonneau,21,TRUE,closed,2018-04-13T20:04:44Z,2018-04-13T20:04:59Z,2018-04-13T20:04:54Z,r-socialsci
datacarpentry,fmichonneau,20,TRUE,closed,2018-04-13T19:32:07Z,2018-04-13T19:32:15Z,2018-04-13T19:32:15Z,r-socialsci
datacarpentry,ha0ye,19,FALSE,open,2018-04-13T19:19:44Z,2018-04-13T19:19:44Z,NA,r-socialsci
datacarpentry,ha0ye,18,FALSE,open,2018-04-13T19:06:34Z,2018-04-13T19:21:43Z,NA,r-socialsci
datacarpentry,fmichonneau,17,FALSE,closed,2018-04-13T19:04:44Z,2018-04-13T19:59:25Z,2018-04-13T19:59:24Z,r-socialsci
datacarpentry,nsbowden,16,TRUE,closed,2018-04-12T23:57:40Z,2018-04-13T13:23:26Z,2018-04-13T13:23:26Z,r-socialsci
datacarpentry,murraycadzow,15,TRUE,closed,2018-04-12T23:54:58Z,2018-04-13T12:50:47Z,2018-04-13T12:50:41Z,r-socialsci
datacarpentry,gtlaflair,14,TRUE,closed,2018-04-12T23:17:39Z,2018-04-13T00:55:12Z,2018-04-12T23:42:53Z,r-socialsci
datacarpentry,ErinBecker,13,FALSE,closed,2018-04-12T21:50:55Z,2018-04-12T21:54:57Z,2018-04-12T21:54:57Z,r-socialsci
datacarpentry,nsbowden,12,FALSE,open,2018-04-12T21:48:49Z,2018-04-13T13:27:21Z,NA,r-socialsci
datacarpentry,ErinBecker,11,FALSE,closed,2018-04-12T21:46:19Z,2018-04-20T16:19:17Z,2018-04-20T13:28:38Z,r-socialsci
datacarpentry,ErinBecker,10,FALSE,open,2018-04-12T21:43:19Z,2018-04-13T21:07:21Z,NA,r-socialsci
datacarpentry,nsbowden,9,FALSE,open,2018-04-12T20:10:41Z,2018-04-13T18:58:13Z,NA,r-socialsci
datacarpentry,nsbowden,8,TRUE,closed,2018-04-12T19:51:34Z,2018-04-12T21:11:21Z,2018-04-12T21:11:04Z,r-socialsci
datacarpentry,nsbowden,7,FALSE,closed,2018-04-12T19:47:43Z,2018-04-12T21:11:04Z,2018-04-12T21:11:04Z,r-socialsci
datacarpentry,ErinBecker,6,FALSE,closed,2018-04-12T19:12:58Z,2018-04-13T22:27:13Z,2018-04-13T22:27:13Z,r-socialsci
datacarpentry,ErinBecker,5,FALSE,open,2018-04-12T19:06:07Z,2018-04-13T19:28:53Z,NA,r-socialsci
datacarpentry,DanielleQuinn,4,FALSE,open,2018-04-12T18:50:19Z,2018-04-12T18:50:19Z,NA,r-socialsci
datacarpentry,DanielleQuinn,3,TRUE,closed,2018-04-12T18:41:55Z,2018-04-12T19:14:27Z,2018-04-12T19:14:27Z,r-socialsci
datacarpentry,ErinBecker,2,FALSE,open,2018-04-12T15:42:24Z,2018-04-12T17:37:18Z,NA,r-socialsci
datacarpentry,maczokni,1,FALSE,closed,2018-03-22T10:47:36Z,2018-04-04T13:41:47Z,2018-04-04T13:41:47Z,r-socialsci
datacarpentry,sechilds,53,TRUE,closed,2018-04-23T19:52:37Z,2018-04-23T19:53:09Z,2018-04-23T19:53:01Z,python-socialsci
datacarpentry,sechilds,52,TRUE,closed,2018-04-23T19:43:35Z,2018-04-23T19:53:39Z,2018-04-23T19:53:39Z,python-socialsci
datacarpentry,sechilds,51,TRUE,closed,2018-04-23T19:39:31Z,2018-04-23T19:54:03Z,2018-04-23T19:53:54Z,python-socialsci
datacarpentry,sechilds,50,TRUE,closed,2018-04-23T19:31:24Z,2018-04-23T19:52:46Z,2018-04-23T19:52:40Z,python-socialsci
datacarpentry,sechilds,49,TRUE,closed,2018-04-23T19:02:23Z,2018-04-23T19:15:44Z,2018-04-23T19:15:35Z,python-socialsci
datacarpentry,sechilds,48,FALSE,closed,2018-04-23T18:34:19Z,2018-04-23T19:59:34Z,2018-04-23T19:59:34Z,python-socialsci
datacarpentry,sechilds,47,FALSE,closed,2018-04-23T18:29:21Z,2018-04-23T19:59:21Z,2018-04-23T19:59:21Z,python-socialsci
datacarpentry,sechilds,46,FALSE,closed,2018-04-23T17:29:51Z,2018-04-23T19:59:06Z,2018-04-23T19:59:06Z,python-socialsci
datacarpentry,sechilds,45,FALSE,closed,2018-04-23T17:24:36Z,2018-04-23T19:58:47Z,2018-04-23T19:58:47Z,python-socialsci
datacarpentry,sechilds,44,FALSE,closed,2018-04-23T17:19:30Z,2018-04-23T19:25:56Z,2018-04-23T19:25:56Z,python-socialsci
datacarpentry,sechilds,43,FALSE,open,2018-04-23T17:06:44Z,2018-04-23T18:52:42Z,NA,python-socialsci
datacarpentry,sechilds,42,TRUE,closed,2018-04-20T11:12:46Z,2018-04-23T18:00:35Z,2018-04-23T18:00:29Z,python-socialsci
datacarpentry,sechilds,41,FALSE,open,2018-04-19T10:48:24Z,2018-04-19T10:48:24Z,NA,python-socialsci
datacarpentry,sechilds,40,TRUE,closed,2018-04-18T22:40:46Z,2018-04-18T22:43:33Z,2018-04-18T22:43:25Z,python-socialsci
datacarpentry,sechilds,39,TRUE,closed,2018-04-18T22:33:22Z,2018-04-18T22:44:05Z,2018-04-18T22:44:00Z,python-socialsci
datacarpentry,sechilds,38,FALSE,open,2018-04-18T11:49:19Z,2018-04-18T11:49:19Z,NA,python-socialsci
datacarpentry,sechilds,37,TRUE,closed,2018-04-16T20:20:51Z,2018-04-16T21:18:06Z,2018-04-16T21:17:58Z,python-socialsci
datacarpentry,sechilds,36,FALSE,closed,2018-04-16T19:27:41Z,2018-04-23T18:49:54Z,2018-04-23T18:49:54Z,python-socialsci
datacarpentry,yeemey,35,TRUE,closed,2018-04-13T21:10:24Z,2018-04-16T22:17:42Z,2018-04-16T19:17:28Z,python-socialsci
datacarpentry,gboushey,34,TRUE,closed,2018-04-13T21:02:20Z,2018-04-16T19:11:45Z,2018-04-16T19:11:45Z,python-socialsci
datacarpentry,gboushey,33,FALSE,open,2018-04-13T20:57:05Z,2018-04-16T13:22:34Z,NA,python-socialsci
datacarpentry,gboushey,32,TRUE,closed,2018-04-13T18:13:06Z,2018-04-13T18:14:28Z,2018-04-13T18:14:22Z,python-socialsci
datacarpentry,tyoungg,31,TRUE,closed,2018-04-13T17:26:44Z,2018-04-16T16:52:54Z,2018-04-16T16:52:54Z,python-socialsci
datacarpentry,joelostblom,30,TRUE,closed,2018-04-13T16:49:50Z,2018-04-13T17:08:42Z,2018-04-13T17:08:42Z,python-socialsci
datacarpentry,joelostblom,29,TRUE,closed,2018-04-13T15:51:20Z,2018-04-13T16:06:28Z,2018-04-13T16:06:28Z,python-socialsci
datacarpentry,joelostblom,28,TRUE,closed,2018-04-13T15:03:55Z,2018-04-13T15:47:03Z,2018-04-13T15:46:54Z,python-socialsci
datacarpentry,sechilds,27,TRUE,closed,2018-04-13T14:51:48Z,2018-04-13T18:15:37Z,2018-04-13T15:48:01Z,python-socialsci
datacarpentry,yeemey,26,TRUE,closed,2018-04-13T05:02:36Z,2018-04-13T20:02:44Z,2018-04-13T16:04:03Z,python-socialsci
datacarpentry,yeemey,25,TRUE,closed,2018-04-13T03:23:38Z,2018-04-13T15:54:40Z,2018-04-13T15:54:40Z,python-socialsci
datacarpentry,brownsarahm,24,TRUE,closed,2018-04-13T00:36:19Z,2018-04-13T14:38:58Z,2018-04-13T14:38:58Z,python-socialsci
datacarpentry,beroe,23,TRUE,closed,2018-04-13T00:19:49Z,2018-04-13T00:24:57Z,2018-04-13T00:24:45Z,python-socialsci
datacarpentry,brownsarahm,22,TRUE,closed,2018-04-13T00:07:26Z,2018-04-13T00:19:29Z,2018-04-13T00:19:21Z,python-socialsci
datacarpentry,brownsarahm,21,TRUE,closed,2018-04-12T23:41:16Z,2018-04-13T17:15:48Z,2018-04-13T17:15:48Z,python-socialsci
datacarpentry,brownsarahm,20,FALSE,closed,2018-04-12T23:21:01Z,2018-04-13T14:38:59Z,2018-04-13T14:38:59Z,python-socialsci
datacarpentry,brownsarahm,19,FALSE,closed,2018-04-12T23:04:20Z,2018-04-13T00:19:22Z,2018-04-13T00:19:22Z,python-socialsci
datacarpentry,tg340,18,TRUE,closed,2018-04-12T21:29:39Z,2018-04-12T22:22:16Z,2018-04-12T22:22:16Z,python-socialsci
datacarpentry,brownsarahm,17,TRUE,closed,2018-04-12T21:21:04Z,2018-04-12T22:20:43Z,2018-04-12T22:20:33Z,python-socialsci
datacarpentry,tg340,16,TRUE,closed,2018-04-12T21:19:36Z,2018-04-12T22:16:29Z,2018-04-12T22:16:22Z,python-socialsci
datacarpentry,gboushey,15,TRUE,closed,2018-04-12T21:18:20Z,2018-04-13T17:23:07Z,2018-04-13T17:07:53Z,python-socialsci
datacarpentry,tg340,14,TRUE,closed,2018-04-12T21:06:55Z,2018-04-13T14:14:13Z,2018-04-13T14:14:13Z,python-socialsci
datacarpentry,ErinBecker,13,FALSE,open,2018-04-12T17:31:05Z,2018-04-12T19:48:27Z,NA,python-socialsci
datacarpentry,ErinBecker,12,FALSE,closed,2018-04-12T17:27:36Z,2018-04-16T22:05:23Z,2018-04-16T22:05:23Z,python-socialsci
datacarpentry,ErinBecker,11,FALSE,open,2018-04-12T17:25:49Z,2018-04-13T20:08:20Z,NA,python-socialsci
datacarpentry,ErinBecker,10,FALSE,closed,2018-04-12T17:12:38Z,2018-04-12T22:20:34Z,2018-04-12T22:20:34Z,python-socialsci
datacarpentry,ErinBecker,9,FALSE,open,2018-04-12T16:13:54Z,2018-04-23T17:36:34Z,NA,python-socialsci
datacarpentry,ErinBecker,8,FALSE,closed,2018-04-12T16:12:31Z,2018-04-13T17:15:48Z,2018-04-13T17:15:48Z,python-socialsci
datacarpentry,ErinBecker,7,FALSE,closed,2018-04-12T16:08:31Z,2018-04-16T19:18:28Z,2018-04-16T19:18:28Z,python-socialsci
datacarpentry,ErinBecker,6,FALSE,closed,2018-04-12T16:06:03Z,2018-04-14T11:08:50Z,2018-04-14T11:08:49Z,python-socialsci
datacarpentry,ErinBecker,5,FALSE,closed,2018-04-12T16:03:33Z,2018-04-13T15:54:57Z,2018-04-13T15:54:56Z,python-socialsci
datacarpentry,ErinBecker,4,FALSE,closed,2018-04-12T15:59:03Z,2018-04-13T15:46:54Z,2018-04-13T15:46:54Z,python-socialsci
datacarpentry,ErinBecker,3,FALSE,open,2018-04-12T15:42:46Z,2018-04-12T15:42:46Z,NA,python-socialsci
datacarpentry,ErinBecker,36,TRUE,open,2018-04-23T20:00:35Z,2018-04-23T20:00:35Z,NA,spreadsheets-socialsci
datacarpentry,sechilds,35,FALSE,open,2018-04-23T19:25:11Z,2018-04-23T19:25:11Z,NA,spreadsheets-socialsci
datacarpentry,ErinBecker,34,TRUE,closed,2018-04-23T18:54:33Z,2018-04-23T19:25:31Z,2018-04-23T19:25:15Z,spreadsheets-socialsci
datacarpentry,ErinBecker,33,FALSE,open,2018-04-23T18:34:53Z,2018-04-23T18:34:53Z,NA,spreadsheets-socialsci
datacarpentry,ErinBecker,32,FALSE,open,2018-04-23T18:32:23Z,2018-04-23T18:32:36Z,NA,spreadsheets-socialsci
datacarpentry,ErinBecker,31,FALSE,open,2018-04-23T18:24:14Z,2018-04-23T18:24:57Z,NA,spreadsheets-socialsci
datacarpentry,ErinBecker,30,FALSE,open,2018-04-23T18:21:11Z,2018-04-23T18:21:17Z,NA,spreadsheets-socialsci
datacarpentry,ErinBecker,29,FALSE,open,2018-04-23T17:58:56Z,2018-04-23T18:33:19Z,NA,spreadsheets-socialsci
datacarpentry,ErinBecker,28,TRUE,closed,2018-04-23T17:56:07Z,2018-04-23T18:11:52Z,2018-04-23T18:10:53Z,spreadsheets-socialsci
datacarpentry,ErinBecker,27,TRUE,closed,2018-04-23T17:52:47Z,2018-04-23T18:11:51Z,2018-04-23T18:11:18Z,spreadsheets-socialsci
datacarpentry,ErinBecker,26,TRUE,closed,2018-04-23T17:42:01Z,2018-04-23T18:11:42Z,2018-04-23T18:11:35Z,spreadsheets-socialsci
datacarpentry,lachlandeer,25,TRUE,closed,2018-04-22T16:28:29Z,2018-04-23T17:33:36Z,2018-04-23T17:33:28Z,spreadsheets-socialsci
datacarpentry,lachlandeer,24,TRUE,closed,2018-04-22T14:50:39Z,2018-04-23T17:23:30Z,2018-04-23T17:23:22Z,spreadsheets-socialsci
datacarpentry,ErinBecker,23,FALSE,open,2018-04-12T22:05:49Z,2018-04-13T00:13:25Z,NA,spreadsheets-socialsci
datacarpentry,ErinBecker,22,FALSE,open,2018-04-12T22:02:41Z,2018-04-13T00:14:28Z,NA,spreadsheets-socialsci
datacarpentry,ErinBecker,21,FALSE,open,2018-04-12T21:56:21Z,2018-04-13T00:15:10Z,NA,spreadsheets-socialsci
datacarpentry,ErinBecker,20,FALSE,open,2018-04-12T21:54:35Z,2018-04-13T00:15:51Z,NA,spreadsheets-socialsci
datacarpentry,ErinBecker,19,FALSE,closed,2018-04-12T21:22:22Z,2018-04-23T18:11:18Z,2018-04-23T18:11:18Z,spreadsheets-socialsci
datacarpentry,ErinBecker,18,FALSE,closed,2018-04-12T21:20:23Z,2018-04-23T17:47:43Z,2018-04-23T17:47:33Z,spreadsheets-socialsci
datacarpentry,ErinBecker,17,FALSE,closed,2018-04-12T21:19:14Z,2018-04-23T17:46:27Z,2018-04-23T17:46:22Z,spreadsheets-socialsci
datacarpentry,ErinBecker,16,FALSE,closed,2018-04-12T21:17:59Z,2018-04-23T17:50:29Z,2018-04-23T17:50:29Z,spreadsheets-socialsci
datacarpentry,ErinBecker,15,FALSE,closed,2018-04-12T20:58:01Z,2018-04-23T18:11:35Z,2018-04-23T18:11:35Z,spreadsheets-socialsci
datacarpentry,ErinBecker,14,FALSE,open,2018-04-12T15:41:05Z,2018-04-12T15:41:05Z,NA,spreadsheets-socialsci
datacarpentry,PeterSmyth12,12,TRUE,closed,2017-12-13T22:34:15Z,2018-04-23T19:28:21Z,2018-04-23T19:28:21Z,spreadsheets-socialsci
datacarpentry,karenword,7,FALSE,open,2017-12-09T01:14:29Z,2018-04-13T00:19:42Z,NA,spreadsheets-socialsci
datacarpentry,karenword,6,FALSE,closed,2017-12-09T00:54:11Z,2018-04-13T17:02:04Z,2018-04-13T17:02:04Z,spreadsheets-socialsci
datacarpentry,karenword,5,FALSE,closed,2017-12-08T23:50:58Z,2018-04-23T17:34:39Z,2018-04-23T17:34:01Z,spreadsheets-socialsci
datacarpentry,lachlandeer,10,TRUE,open,2018-04-22T16:45:13Z,2018-04-22T16:45:13Z,NA,openrefine-socialsci
datacarpentry,gtlaflair,9,TRUE,closed,2018-04-14T00:37:38Z,2018-04-15T23:15:05Z,2018-04-15T23:15:05Z,openrefine-socialsci
datacarpentry,gtlaflair,8,TRUE,closed,2018-04-14T00:37:21Z,2018-04-15T23:15:03Z,2018-04-15T23:15:03Z,openrefine-socialsci
datacarpentry,gtlaflair,7,TRUE,closed,2018-04-14T00:03:15Z,2018-04-15T23:16:47Z,2018-04-15T23:16:47Z,openrefine-socialsci
datacarpentry,gtlaflair,6,TRUE,closed,2018-04-14T00:01:59Z,2018-04-15T23:15:04Z,2018-04-15T23:15:04Z,openrefine-socialsci
datacarpentry,gtlaflair,5,TRUE,closed,2018-04-14T00:01:30Z,2018-04-15T23:15:04Z,2018-04-15T23:15:04Z,openrefine-socialsci
datacarpentry,ErinBecker,4,FALSE,open,2018-04-13T17:24:56Z,2018-04-16T13:30:22Z,NA,openrefine-socialsci
datacarpentry,ErinBecker,3,FALSE,open,2018-04-13T17:23:08Z,2018-04-18T22:29:19Z,NA,openrefine-socialsci
datacarpentry,ErinBecker,2,FALSE,open,2018-04-12T15:41:35Z,2018-04-12T15:41:35Z,NA,openrefine-socialsci
datacarpentry,PeterSmyth12,9,FALSE,closed,2018-04-15T08:12:13Z,2018-04-15T22:10:01Z,2018-04-15T22:10:01Z,sql-socialsci
datacarpentry,PeterSmyth12,8,FALSE,closed,2018-04-14T12:35:13Z,2018-04-15T22:11:01Z,2018-04-15T22:11:01Z,sql-socialsci
datacarpentry,PeterSmyth12,7,FALSE,closed,2018-04-14T12:11:55Z,2018-04-15T14:02:57Z,2018-04-15T14:02:57Z,sql-socialsci
datacarpentry,PeterSmyth12,6,FALSE,closed,2018-04-14T11:51:33Z,2018-04-15T13:31:51Z,2018-04-15T13:31:51Z,sql-socialsci
datacarpentry,PeterSmyth12,5,FALSE,closed,2018-04-13T22:09:21Z,2018-04-15T10:24:12Z,2018-04-15T10:24:12Z,sql-socialsci
datacarpentry,ErinBecker,4,FALSE,open,2018-04-12T15:41:57Z,2018-04-12T15:41:57Z,NA,sql-socialsci
datacarpentry,mawds,3,TRUE,closed,2017-12-20T11:33:09Z,2018-04-04T15:16:00Z,2018-04-04T15:16:00Z,sql-socialsci
datacarpentry,ErinBecker,6,FALSE,open,2018-04-12T15:39:51Z,2018-04-12T15:40:40Z,NA,socialsci-workshop
datacarpentry,ErinBecker,5,TRUE,closed,2018-04-03T19:52:23Z,2018-04-03T19:52:34Z,2018-04-03T19:52:29Z,socialsci-workshop
datacarpentry,ErinBecker,3,FALSE,open,2017-12-07T19:14:59Z,2018-04-13T16:53:14Z,NA,socialsci-workshop
datacarpentry,thomcuddihy,60,TRUE,closed,2018-04-09T23:59:52Z,2018-04-13T16:47:09Z,2018-04-13T16:47:09Z,cloud-genomics
datacarpentry,thomcuddihy,59,TRUE,closed,2018-04-09T23:39:08Z,2018-04-09T23:41:05Z,2018-04-09T23:40:54Z,cloud-genomics
datacarpentry,thomcuddihy,58,TRUE,closed,2018-04-09T03:19:24Z,2018-04-13T16:46:04Z,2018-04-13T16:46:04Z,cloud-genomics
datacarpentry,maneesha,57,FALSE,open,2018-04-04T18:30:32Z,2018-04-04T19:22:50Z,NA,cloud-genomics
datacarpentry,maneesha,55,TRUE,closed,2017-12-14T15:14:21Z,2018-04-13T18:07:31Z,2018-04-13T18:07:30Z,cloud-genomics
datacarpentry,aschuerch,54,FALSE,closed,2017-12-12T13:33:51Z,2018-04-13T16:46:05Z,2018-04-13T16:46:05Z,cloud-genomics
datacarpentry,vuw-ecs-kevin,3,FALSE,open,2017-07-27T03:16:40Z,2018-04-10T01:06:30Z,NA,cloud-genomics
datacarpentry,ErinBecker,7,FALSE,open,2018-04-12T15:45:30Z,2018-04-12T15:45:30Z,NA,geospatial-workshop
datacarpentry,ErinBecker,6,FALSE,open,2018-04-05T16:04:06Z,2018-04-05T16:04:06Z,NA,geospatial-workshop
datacarpentry,kokbent,19,TRUE,closed,2018-04-13T20:49:18Z,2018-04-16T21:14:49Z,2018-04-16T21:14:43Z,r-intro-geospatial
datacarpentry,kokbent,18,FALSE,open,2018-04-13T20:22:22Z,2018-04-19T13:26:59Z,NA,r-intro-geospatial
datacarpentry,annefou,17,TRUE,closed,2018-04-13T18:03:17Z,2018-04-16T21:14:05Z,2018-04-16T21:13:59Z,r-intro-geospatial
datacarpentry,annefou,16,TRUE,closed,2018-04-13T15:15:12Z,2018-04-13T17:37:33Z,2018-04-13T17:37:33Z,r-intro-geospatial
datacarpentry,annefou,15,TRUE,closed,2018-04-12T22:03:02Z,2018-04-12T22:55:50Z,2018-04-12T22:18:49Z,r-intro-geospatial
datacarpentry,lachlandeer,14,FALSE,closed,2018-04-12T18:06:03Z,2018-04-12T22:21:15Z,2018-04-12T22:21:15Z,r-intro-geospatial
datacarpentry,annefou,13,TRUE,closed,2018-04-12T16:33:50Z,2018-04-12T22:19:38Z,2018-04-12T22:19:38Z,r-intro-geospatial
datacarpentry,ErinBecker,12,FALSE,open,2018-04-12T15:43:35Z,2018-04-12T15:45:00Z,NA,r-intro-geospatial
datacarpentry,lachlandeer,11,FALSE,closed,2018-04-12T14:14:42Z,2018-04-12T22:21:27Z,2018-04-12T22:21:27Z,r-intro-geospatial
datacarpentry,lachlandeer,10,FALSE,open,2018-04-12T14:09:28Z,2018-04-13T17:38:07Z,NA,r-intro-geospatial
datacarpentry,lachlandeer,9,FALSE,open,2018-04-12T14:04:10Z,2018-04-13T08:36:03Z,NA,r-intro-geospatial
datacarpentry,lachlandeer,8,TRUE,closed,2018-04-10T15:30:39Z,2018-04-10T15:37:07Z,2018-04-10T15:37:07Z,r-intro-geospatial
datacarpentry,lachlandeer,7,TRUE,closed,2018-04-10T14:19:41Z,2018-04-10T14:51:06Z,2018-04-10T14:51:06Z,r-intro-geospatial
datacarpentry,fmichonneau,6,FALSE,open,2018-04-10T14:09:50Z,2018-04-10T15:17:51Z,NA,r-intro-geospatial
datacarpentry,lachlandeer,5,TRUE,closed,2018-04-10T13:54:38Z,2018-04-10T14:03:30Z,2018-04-10T14:03:30Z,r-intro-geospatial
datacarpentry,lachlandeer,4,FALSE,closed,2018-04-06T14:49:47Z,2018-04-06T21:21:33Z,2018-04-06T21:21:22Z,r-intro-geospatial
datacarpentry,ErinBecker,3,FALSE,closed,2018-04-05T15:37:57Z,2018-04-12T14:16:52Z,2018-04-12T14:16:52Z,r-intro-geospatial
